Id,Country,City,Lat,Lng
1162,Belgium,Tongeren,50.7833333,5.4666667
1163,Belgium,Bilzen,50.8666667,5.5166669
1164,Belgium,Louvain-la-Neuve,50.6695923,4.6119189
1165,Belgium,Courcelles,50.4666667,4.3666668
1166,Belgium,Asse,50.9166667,4.1999998
1167,Belgium,Waterloo,50.7166667,4.3833332
1168,Belgium,Zaventem,50.8833333,4.4666667
1169,Belgium,Oudenaarde,50.85,3.5999999
1170,Belgium,Deinze,50.9833333,3.5333333
1171,Belgium,Aarschot,50.9833333,4.8333335
1172,Belgium,Ans,50.65,5.5333333
1173,Belgium,Ath,50.6293744,3.7780094
1174,Belgium,Kapellen,51.3166667,4.4333334
1175,Belgium,Izegem,50.9166667,3.2
1176,Belgium,Arlon,49.6833333,5.8166666
1177,Belgium,Temse,51.1333333,4.2166667
1178,Belgium,Harelbeke,50.85,3.3
1179,Belgium,Herentals,51.1833333,4.8333335
1180,Belgium,Brecht,51.35,4.6333332
1181,Belgium,Flemalle-Haute,50.6,5.4666667
1182,Belgium,Soignies,50.57904,4.0712929
1183,Belgium,Lanaken,50.8833333,5.6500001
1184,Belgium,Mortsel,51.1666667,4.4666667
1185,Belgium,Zottegem,50.8666667,3.8
1186,Belgium,Ronse,50.75,3.5999999
1187,Belgium,Nivelles,50.6,4.3333335
1188,Belgium,Andenne,50.4833333,5.0999999
1189,Belgium,Maaseik,51.1,5.8000002
1190,Belgium,Oupeye,50.7,5.6500001
1191,Belgium,Overijse,50.7666667,4.5333333
1192,Belgium,Zwevegem,50.8,3.3333333
1193,Belgium,Beersel,50.7666667,4.3000002
1194,Belgium,Wetteren,51,3.8833332
1195,Belgium,Hamme,51.1,4.1333332
1196,Belgium,Willebroek,51.0666667,4.3666668
1197,Belgium,Saint-Nicolas,50.6333333,5.5333333
1198,Belgium,Westerlo,51.0833333,4.9166665
1199,Belgium,Diest,50.9834243,5.050149
1200,Belgium,Saint-Ghislain,50.4481589,3.8188648
1201,Belgium,Manage,50.5,4.2166667
1202,Belgium,Maldegem,51.2166667,3.45
1203,Belgium,Fleurus,50.4813775,4.548769
1204,Belgium,Merelbeke,51,3.75
1205,Belgium,Zedelgem,51.15,3.1333332
1206,Belgium,Tubize,50.6833333,4.1999998
1207,Belgium,Edegem,51.15,4.4499998
1208,Belize,Belize City,17.4995177,-88.1975555
1209,Belize,San Ignacio,17.1561111,-89.0713882
1210,Belize,Orange Walk,18.0666667,-88.5500031
1211,Belize,Belmopan,17.25,-88.7666702
1212,Belize,Dangriga,16.9666667,-88.2166672
1213,Belize,Corozal,18.3833333,-88.3833313
1214,Belize,San Pedro,17.9166667,-87.9499969
1215,Belize,Benque Viejo del Carmen,17.075,-89.1391678
1216,Belize,Punta Gorda,16.1,-88.8000031
1217,Belize,Valley of Peace,17.3347222,-88.8347244
1218,Benin,Cotonou,6.35,2.4333334
1219,Benin,Abomey-Calavi,6.45,2.3499999
1220,Benin,Porto-Novo,6.4833333,2.6166668
1221,Benin,Djougou,9.705,1.6669444
1222,Benin,Parakou,9.35,2.6166668
1223,Benin,Bohicon,7.2,2.0666666
1224,Benin,Kandi,11.1341667,2.938611
1225,Benin,Lokossa,6.6333333,1.7166667
1226,Benin,Ouidah,6.3666667,2.0833333
1227,Benin,Abomey,7.1833333,1.9833333
1228,Benin,Natitingou,10.3066667,1.375
1229,Benin,Save,8.0333333,2.4833333
1230,Benin,Nikki,9.9338889,3.2044444
1231,Benin,Dogbo,6.8166667,1.7833333
1232,Benin,Cove,7.2333333,2.3
1233,Benin,Malanville,11.8613889,3.3858333
1234,Benin,Pobe,6.9666667,2.6833334
1235,Benin,Savalou,7.9333333,1.9666667
1236,Benin,Sakete,6.7166667,2.6666667
1237,Benin,Come,6.4,1.8833333
1238,Benin,Bembereke,10.2288889,2.6652777
1239,Benin,Bassila,9.0166667,1.6666667
1240,Benin,Banikoara,11.3,2.4333334
1241,Benin,Ketou,7.3666667,2.5999999
1242,Benin,Dassa-Zoume,7.75,2.1833334
1243,Benin,Tchaourou,8.8833333,2.5999999
1244,Benin,Allada,6.65,2.1500001
1245,Benin,Aplahoue,6.9333333,1.6833333
1246,Benin,Tanguieta,10.6197222,1.2644444
1247,Benin,Beterou,9.2,2.2666667
1248,Benin,Grand-Popo,6.2833333,1.8333333
1249,Bhutan,Thimphu,27.4833333,89.5999985
1250,Bhutan,Phuntsholing,26.85,89.3833313
1251,Bhutan,Pajo,27.5333333,89.8833313
1252,Bhutan,Tashi Yangtse,27.5833333,91.4666672
1253,Bhutan,Mongar,27.25,91.1999969
1254,Bhutan,Tongsa,27.5166667,90.5
1255,Bhutan,Daga,27.0666667,89.8833313
1256,Bhutan,Paro,27.4333333,89.4166641
1257,Bhutan,Ha,27.3666667,89.2833328
1258,Bhutan,Panbang,26.8666667,90.9833298
1259,Bhutan,Tashigang,27.3166667,91.5666656
1260,Bhutan,Shemgang,27.2333333,90.6500015
1261,Bhutan,Nganglam,26.7833333,91.25
1262,Bhutan,Daifam,26.9,92.0999985
1263,Bhutan,Bhangtar,26.8166667,91.7166672
1264,Bhutan,Wamrong,27.0666667,91.5666656
1265,Bolivia,Santa Cruz de la Sierra,-17.8,-63.1666679
1266,Bolivia,Cochabamba,-17.3833333,-66.1500015
1267,Bolivia,La Paz,-16.5,-68.1500015
1268,Bolivia,Sucre,-19.0430556,-65.2591629
1269,Bolivia,Oruro,-17.9833333,-67.1500015
1270,Bolivia,Tarija,-21.5354857,-64.7295532
1271,Bolivia,Potosi,-19.5836111,-65.7530594
1272,Bolivia,Montero,-17.3333333,-63.25
1273,Bolivia,Trinidad,-14.8333333,-64.9000015
1274,Bolivia,Yacuiba,-22.0333333,-63.6833344
1275,Bolivia,Riberalta,-10.9833333,-66.0999985
1276,Bolivia,Guayaramerin,-10.8,-65.3833313
1277,Bolivia,Villazon,-22.1,-65.5999985
1278,Bolivia,Llallagua,-18.4166667,-66.6333313
1279,Bolivia,Camiri,-20.05,-63.5166664
1280,Bolivia,Cobija,-11.0333333,-68.7333298
1281,Bolivia,San Ignacio de Velasco,-16.3666667,-60.9500008
1282,Bolivia,Tupiza,-21.45,-65.7166672
1283,Bolivia,Warnes,-17.5,-63.1666679
1284,Bolivia,San Borja,-14.8166667,-66.8499985
1285,Bolivia,Villamontes,-21.25,-63.5
1286,Bolivia,Cotoca,-17.8166667,-63.0499992
1287,Bolivia,Villa Yapacani,-17.4,-63.8333321
1288,Bolivia,Santiago del Torno,-17.9833333,-63.3833351
1289,Bolivia,Huanuni,-18.2666667,-66.8499985
1290,Bolivia,Punata,-17.55,-65.8333359
1291,Bolivia,Ascension,-15.7,-63.0833321
1292,Bolivia,Mineros,-17.1166667,-63.2333336
1293,Bolivia,Patacamaya,-17.2333333,-67.9166641
1294,Bolivia,Colchani,-20.3,-66.9333344
1295,Bolivia,Rurrenabaque,-14.4412467,-67.5278091
1296,Bolivia,Portachuelo,-17.35,-63.4000015
1297,Bolivia,Puerto Quijarro,-17.7833333,-57.7666664
1298,Bolivia,Uyuni,-20.4666667,-66.8333359
1299,Bolivia,Robore,-18.3333333,-59.75
1300,Bolivia,Pailon,-17.65,-62.75
1301,Bolivia,Cliza,-17.6,-65.9333344
1302,Bolivia,Achacachi,-16.05,-68.6833344
1303,Bolivia,Vallegrande,-18.4897222,-64.1069412
1304,Bolivia,Monteagudo,-19.8166667,-63.9833336
1305,Bolivia,Aiquile,-18.1666667,-65.1666641
1306,Bolivia,Tarata,-17.6166667,-66.0166702
1307,Bolivia,Challapata,-18.9,-66.7666702
1308,Bolivia,San Julian,-17.7833333,-62.8666649
1309,Bolivia,Reyes,-14.3166667,-67.3833313
1310,Bolivia,Concepcion,-16.4333333,-60.9000015
1311,Bolivia,San Ramon,-14.4833333,-63.1500015
1312,Bolivia,San Matias,-16.3666667,-58.4000015
1313,Bolivia,La Belgica,-17.55,-63.2166672
1314,Bolivia,Capinota,-17.7166667,-66.2333298
1315,Bolivia,Chimore,-16.9833333,-65.1333313
1316,Bolivia,San Pedro,-16.2333333,-68.8499985
1317,Bolivia,Okinawa Numero Uno,-17.2333333,-62.8166656
1318,Bolivia,Betanzos,-19.5505556,-65.453331
1319,Bolivia,Camargo,-20.65,-65.2166672
1320,Bolivia,Copacabana,-16.15,-69.0833359
1321,Bolivia,Santa Rosa,-14.1666667,-66.8833313
1322,Bolivia,Comarapa,-17.9,-64.4833298
1323,Bolivia,San Ramon,-13.2833333,-64.7166672
1324,Bolivia,Mairana,-18.1166667,-63.9333344
1325,Bolivia,Buena Vista,-17.45,-63.6666679
1326,Bolivia,San Carlos,-17.4,-63.75
1327,Bolivia,Jorochito,-18.05,-63.4333344
1328,Bolivia,Colquiri,-17.4166667,-67.1333313
1329,Bolivia,Colomi,-17.35,-65.8666687
1330,Bolivia,Arani,-17.5666667,-65.7666702
1331,Bolivia,Sipe Sipe,-17.45,-66.3833313
1332,Bolivia,San Juan del Surutu,-17.4833333,-63.7000008
1333,Bolivia,Huatajata,-16.2,-68.6833344
1334,Bolivia,Limoncito,-18.0166667,-63.4000015
1335,Bolivia,Samaipata,-18.15,-63.8666649
1336,Bolivia,Urubicha,-15.3833333,-62.9500008
1337,Bolivia,San Pablo,-16.2166667,-68.8333359
1338,Bolivia,Lahuachaca,-17.3666667,-67.6666641
1339,Bolivia,Boyuibe,-20.4166667,-63.2833328
1340,Bolivia,Los Negros,-17.7333333,-63.4333344
1341,Bolivia,Tiahuanaco,-16.55,-68.6999969
1342,Bolivia,Charagua,-19.8,-63.2166672
1343,Bolivia,San Pedro,-18.2833333,-59.8166656
1344,Bolivia,Irpa Irpa,-17.7166667,-66.2666702
1345,Bolivia,Chulumani,-16.4096164,-67.526268
1346,Bolivia,Padilla,-19.3,-64.3000031
1347,Bolivia,Mizque,-17.9333333,-65.3166656
1348,Bolivia,Entre Rios,-21.5333333,-64.1999969
1349,Bolivia,Puesto de Pailas,-17.65,-62.7999992
1350,Bolivia,Mapiri,-15.25,-68.1666641
1351,Bolivia,Isla del Sol,-16.0166667,-69.1500015
1352,Bolivia,Santa Rita,-17.9666667,-63.3499985
1353,Bolivia,Santa Barbara,-20.9166667,-66.0500031
1354,Bolivia,Tarabuco,-19.1666667,-64.9166641
1355,Bolivia,Abapo,-18.8333333,-63.4666672
1356,Bolivia,Quime,-16.9833333,-67.2166672
1357,Bolivia,Tomas Barron,-17.5833333,-67.5166702
1358,Bolivia,Coroico,-16.188892,-67.7271347
1359,Bolivia,Sorata,-15.7666667,-68.6333313
1360,Bolivia,Coripata,-16.3,-67.5999985
1361,Bolivia,Machacamarca,-18.1666667,-67.0333328
1362,Bolivia,Viloco,-16.95,-67.5500031
1363,Bolivia,Atocha,-20.9333333,-66.2333298
1364,Bolivia,Poopo,-18.3666667,-66.9666672
1365,Bosnia and Herzegovina,Sarajevo,43.85,18.3833332
1366,Bosnia and Herzegovina,Banja Luka,44.7758333,17.1855564
1367,Bosnia and Herzegovina,Zenica,44.2013889,17.9063892
1368,Bosnia and Herzegovina,Tuzla,44.5427778,18.669445
1369,Bosnia and Herzegovina,Mostar,43.3433333,17.8080559
1370,Bosnia and Herzegovina,Bihac,44.8169444,15.8708334
1371,Bosnia and Herzegovina,Bugojno,44.0572222,17.4508324
1372,Bosnia and Herzegovina,Brcko,44.8727778,18.8083324
1373,Bosnia and Herzegovina,Bijeljina,44.7569444,19.2161102
1374,Bosnia and Herzegovina,Prijedor,44.9813889,16.7130547
1375,Bosnia and Herzegovina,Trebinje,42.7119444,18.3441658
1376,Bosnia and Herzegovina,Travnik,44.2266667,17.6705551
1377,Bosnia and Herzegovina,Doboj,44.7347222,18.0877781
1378,Bosnia and Herzegovina,Cazin,44.9669444,15.9430552
1379,Bosnia and Herzegovina,Velika Kladusa,45.1894444,15.8116665
1380,Bosnia and Herzegovina,Visoko,43.9888889,18.1780548
1381,Bosnia and Herzegovina,Gorazde,43.6669444,18.9763889
1382,Bosnia and Herzegovina,Konjic,43.6519444,17.9613895
1383,Bosnia and Herzegovina,Gracanica,44.7033333,18.3097229
1384,Bosnia and Herzegovina,Gradacac,44.8808333,18.4269447
1385,Bosnia and Herzegovina,Bosanska Krupa,44.8825,16.1513882
1386,Bosnia and Herzegovina,Mrkonjic Grad,44.4158333,17.0861111
1387,Bosnia and Herzegovina,Foca,43.505,18.7786102
1388,Bosnia and Herzegovina,Zavidovici,44.4458333,18.1497231
1389,Bosnia and Herzegovina,Zivinice,44.4494444,18.6497231
1390,Bosnia and Herzegovina,Sanski Most,44.7652778,16.665556
1391,Bosnia and Herzegovina,Bosanska Gradiska,45.1411111,17.25
1392,Bosnia and Herzegovina,Bileca,42.8719444,18.4297218
1393,Bosnia and Herzegovina,Kakanj,44.1272222,18.1180553
1394,Bosnia and Herzegovina,Livno,43.8269444,17.0077782
1395,Bosnia and Herzegovina,Odzak,45.0111111,18.3266659
1396,Bosnia and Herzegovina,Stijena,44.9352778,16.0172215
1397,Bosnia and Herzegovina,Sipovo,44.2813889,17.083889
1398,Bosnia and Herzegovina,Prozor,43.8222222,17.6091671
1399,Bosnia and Herzegovina,Novi Travnik,44.1711111,17.6574993
1400,Bosnia and Herzegovina,Ljubuski,43.1969444,17.5450001
1401,Bosnia and Herzegovina,Bosanska Dubica,45.1766667,16.8094444
1402,Bosnia and Herzegovina,Derventa,44.9772222,17.9102783
1403,Bosnia and Herzegovina,Jajce,44.3422222,17.2655563
1404,Bosnia and Herzegovina,Todorovo,45.0883333,15.9308329
1405,Bosnia and Herzegovina,Siroki Brijeg,43.3833333,17.5927773
1406,Bosnia and Herzegovina,Bosanski Brod,45.1375,17.9897213
1407,Bosnia and Herzegovina,Bosanski Novi,45.0458333,16.3802776
1408,Bosnia and Herzegovina,Sokolac,43.9397222,18.8016663
1409,Bosnia and Herzegovina,Mionica,44.8672222,18.4630547
1410,Bosnia and Herzegovina,Zepce,44.4266667,18.0377769
1411,Bosnia and Herzegovina,Kiseljak,43.9425,18.0766659
1412,Bosnia and Herzegovina,Potoci,43.4086111,17.8786106
1413,Bosnia and Herzegovina,Fojnica,43.9625,17.8983326
1414,Bosnia and Herzegovina,Milici,44.1711111,19.0902786
1415,Bosnia and Herzegovina,Vogosca,43.9019444,18.3480549
1416,Bosnia and Herzegovina,Vitez,44.1544444,17.7902775
1417,Bosnia and Herzegovina,Zvornik,44.3869444,19.1013889
1418,Bosnia and Herzegovina,Donji Vakuf,44.1436111,17.3999996
1419,Bosnia and Herzegovina,Capljina,43.1213889,17.6844444
1420,Bosnia and Herzegovina,Tomislavgrad,43.7180556,17.2266674
1421,Bosnia and Herzegovina,Stolac,43.0844444,17.9575005
1422,Bosnia and Herzegovina,Trn,44.8597222,17.2363892
1423,Bosnia and Herzegovina,Tesanj,44.6116667,17.9872227
1424,Bosnia and Herzegovina,Pale,43.8161111,18.5694447
1425,Bosnia and Herzegovina,Maglaj,44.5491667,18.0966663
1426,Bosnia and Herzegovina,Srbac,45.0977778,17.5249996
1427,Bosnia and Herzegovina,Nevesinje,43.2586111,18.1133327
1428,Bosnia and Herzegovina,Divicani,44.3666667,17.3261108
1429,Bosnia and Herzegovina,Kljuc,44.535,16.7722225
1430,Bosnia and Herzegovina,Buzim,45.0547222,16.0319443
1431,Bosnia and Herzegovina,Banovici,44.4052778,18.5241661
1432,Bosnia and Herzegovina,Vares,44.1644444,18.3283329
1433,Bosnia and Herzegovina,Hadzici,43.8222222,18.2066669
1434,Bosnia and Herzegovina,Prnjavor,44.8702778,17.6627769
1435,Bosnia and Herzegovina,Gornji Vakuf,43.9380556,17.5883331
1436,Bosnia and Herzegovina,Skender Vakuf,44.4908333,17.3775005
1437,Bosnia and Herzegovina,Vrnograc,45.1636111,15.9536114
1438,Bosnia and Herzegovina,Kladanj,44.2263889,18.6913891
1439,Bosnia and Herzegovina,Srebrenik,44.7077778,18.4880562
1440,Bosnia and Herzegovina,Celinac,44.7227778,17.3277779
1441,Bosnia and Herzegovina,Podzvizd,45.1741667,15.8736115
1442,Bosnia and Herzegovina,Trzacka Rastela,44.9733333,15.7902775
1443,Bosnia and Herzegovina,Otoka,44.96,16.1791668
1444,Bosnia and Herzegovina,Tojsici,44.5011111,18.7855549
1445,Bosnia and Herzegovina,Varoska Rijeka,45.0847222,16.0141659
1446,Bosnia and Herzegovina,Pecigrad,45.0544444,15.896944
1447,Bosnia and Herzegovina,Omarska,44.89,16.8991661
1448,Bosnia and Herzegovina,Laktasi,44.9080556,17.3008327
1449,Bosnia and Herzegovina,Gromiljak,43.9666667,18.0530548
1450,Bosnia and Herzegovina,Kovaci,44.4491667,18.2049999
1451,Bosnia and Herzegovina,Teslic,44.6063889,17.8597221
1452,Bosnia and Herzegovina,Sekovici,44.2986111,18.8527775
1453,Bosnia and Herzegovina,Jablanica,43.6602778,17.7616673
1454,Bosnia and Herzegovina,Visegrad,43.7847222,19.2991676
1455,Bosnia and Herzegovina,Mala Kladusa,45.1341667,15.8586111
1456,Bosnia and Herzegovina,Kalenderovci Donji,44.945,17.833889
1457,Bosnia and Herzegovina,Ilijas,43.9508333,18.270834
1458,Bosnia and Herzegovina,Gostovici,44.415,18.1583328
1459,Bosnia and Herzegovina,Podhum,43.7230556,17.001112
1460,Bosnia and Herzegovina,Crnici,43.1288889,17.8666668
1461,Bosnia and Herzegovina,Zeljezno Polje,44.4083333,17.9319439
1462,Bosnia and Herzegovina,Citluk,43.2286111,17.7008324
1463,Bosnia and Herzegovina,Blatnica,44.4863889,17.8233337
1464,Bosnia and Herzegovina,Tesanjka,44.6730556,18.0127773
1465,Brazil,Sao Paulo,-23.5475,-46.6361122
1466,Brazil,Rio de Janeiro,-22.9027778,-43.2075005
1467,Brazil,Salvador,-12.9711111,-38.5108337
1468,Brazil,Fortaleza,-3.7172222,-38.5430565
1469,Brazil,Belo Horizonte,-19.9208333,-43.9377785
1470,Brazil,Brasilia,-15.77972,-47.9297218
1471,Brazil,Curitiba,-25.4277778,-49.273056
1472,Brazil,Manaus,-3.1019444,-60.0250015
1473,Brazil,Recife,-8.0538889,-34.8811111
1474,Brazil,Belem,-1.4558333,-48.5044441
1475,Brazil,Porto Alegre,-30.0330556,-51.2299995
1476,Brazil,Goiania,-16.6786111,-49.2538872
1477,Brazil,Guarulhos,-23.4627778,-46.5333328
1478,Brazil,Campinas,-22.9055556,-47.060833
1479,Brazil,Nova Iguacu,-22.7591667,-43.4511108
1480,Brazil,Maceio,-9.6658333,-35.7352791
1481,Brazil,Sao Luis,-2.5297222,-44.3027763
1482,Brazil,Duque de Caxias,-22.7855556,-43.3116684
1483,Brazil,Natal,-5.795,-35.209446
1484,Brazil,Teresina,-5.0891667,-42.8019447
1485,Brazil,Sao Bernardo do Campo,-23.6938889,-46.5649986
1486,Brazil,Campo Grande,-20.4427778,-54.646389
1487,Brazil,Jaboatao,-8.1802778,-35.0013885
1488,Brazil,Osasco,-23.5325,-46.7916679
1489,Brazil,Santo Andre,-23.6638889,-46.5383339
1490,Brazil,Joao Pessoa,-7.115,-34.8630562
1491,Brazil,Jaboatao dos Guararapes,-8.1127778,-35.0147209
1492,Brazil,Contagem,-19.9316667,-44.0536118
1493,Brazil,Sao Jose dos Campos,-23.1794444,-45.8869438
1494,Brazil,Uberlandia,-18.9186111,-48.2772217
1495,Brazil,Sorocaba,-23.5016667,-47.4580574
1496,Brazil,Ribeirao Preto,-21.1775,-47.810276
1497,Brazil,Cuiaba,-15.5961111,-56.0966682
1498,Brazil,Aracaju,-10.9111111,-37.0716667
1499,Brazil,Feira de Santana,-12.2666667,-38.9666672
1500,Brazil,Londrina,-23.3102778,-51.1627769
1501,Brazil,Juiz de Fora,-21.7641667,-43.3502769
1502,Brazil,Belford Roxo,-22.7641667,-43.3994446
1503,Brazil,Joinville,-26.3044444,-48.8455544
1504,Brazil,Niteroi,-22.8833333,-43.103611
1505,Brazil,Sao Joao de Meriti,-22.8038889,-43.3722229
1506,Brazil,Ananindeua,-1.3655556,-48.3722229
1507,Brazil,Florianopolis,-27.5966667,-48.5491676
1508,Brazil,Santos,-23.9608333,-46.3336105
1509,Brazil,Ribeirao das Neves,-19.7669444,-44.0866661
1510,Brazil,Vila Velha,-20.3297222,-40.2924995
1511,Brazil,Serra,-20.1286111,-40.3077774
1512,Brazil,Diadema,-23.6861111,-46.622776
1513,Brazil,Campos,-21.75,-41.2999992
1514,Brazil,Maua,-23.6677778,-46.4613876
1515,Brazil,Betim,-19.9677778,-44.1983337
1516,Brazil,Caxias do Sul,-29.1680556,-51.1794434
1517,Brazil,Sao Jose do Rio Preto,-20.8197222,-49.3794441
1518,Brazil,Olinda,-8.0088889,-34.855278
1519,Brazil,Carapicuiba,-23.5225,-46.835556
1520,Brazil,Campina Grande,-7.2305556,-35.8811111
1521,Brazil,Piracicaba,-22.7252778,-47.6491661
1522,Brazil,Macapa,0.0388889,-51.0663872
1523,Brazil,Itaquaquecetuba,-23.4861111,-46.3483315
1524,Brazil,Bauru,-22.3147222,-49.0605545
1525,Brazil,Montes Claros,-16.735,-43.8616676
1526,Brazil,Canoas,-29.9177778,-51.1836128
1527,Brazil,Moji das Cruzes,-23.5227778,-46.1883316
1528,Brazil,Sao Vicente,-23.9630556,-46.3919449
1529,Brazil,Jundiai,-23.1863889,-46.8841667
1530,Brazil,Pelotas,-31.7719444,-52.3424988
1531,Brazil,Anapolis,-16.3266667,-48.9527779
1532,Brazil,Vitoria,-20.3194444,-40.3377762
1533,Brazil,Maringa,-23.4252778,-51.9386101
1534,Brazil,Guaruja,-23.9930556,-46.2563896
1535,Brazil,Porto Velho,-8.7619444,-63.9038887
1536,Brazil,Franca,-20.5386111,-47.4008331
1537,Brazil,Blumenau,-26.9194444,-49.0661125
1538,Brazil,Foz do Iguacu,-25.5477778,-54.5880547
1539,Brazil,Ponta Grossa,-25.095,-50.1619453
1540,Brazil,Paulista,-7.9408333,-34.8730545
1541,Brazil,Limeira,-22.5647222,-47.4016685
1542,Brazil,Viamao,-30.0811111,-51.0233345
1543,Brazil,Suzano,-23.5425,-46.310833
1544,Brazil,Caucaia,-3.7361111,-38.6530571
1545,Brazil,Petropolis,-22.505,-43.1786118
1546,Brazil,Uberaba,-19.7483333,-47.9319458
1547,Brazil,Rio Branco,-9.9747222,-67.8099976
1548,Brazil,Cascavel,-24.9558333,-53.4552765
1549,Brazil,Novo Hamburgo,-29.6783333,-51.1305542
1550,Brazil,Vitoria da Conquista,-14.8661111,-40.8394432
1551,Brazil,Barueri,-23.5105556,-46.8761101
1552,Brazil,Taubate,-23.0263889,-45.5552788
1553,Brazil,Governador Valadares,-18.8511111,-41.9494438
1554,Brazil,Praia Grande,-24.0058333,-46.4027786
1555,Brazil,Varzea Grande,-15.6466667,-56.1324997
1556,Brazil,Volta Redonda,-22.5230556,-44.1041679
1557,Brazil,Santa Maria,-29.6841667,-53.8069458
1558,Brazil,Santa Luzia,-19.7697222,-43.851387
1559,Brazil,Gravatai,-29.9444444,-50.9919434
1560,Brazil,Caruaru,-8.2833333,-35.9761124
1561,Brazil,Boa Vista,2.8197222,-60.6733322
1562,Brazil,Ipatinga,-19.4683333,-42.5366669
1563,Brazil,Sumare,-22.8219444,-47.2669449
1564,Brazil,Juazeiro do Norte,-7.2130556,-39.3152771
1565,United Kingdom,London,51.5084153,-0.1255327
1566,United Kingdom,Birmingham,52.4666667,-1.9166667
1567,United Kingdom,Glasgow,55.8333333,-4.25
1568,United Kingdom,Liverpool,53.4166667,-3
1569,United Kingdom,Leeds,53.7964813,-1.5478492
1570,United Kingdom,Sheffield,53.38297,-1.4659023
1571,United Kingdom,Edinburgh,55.95,-3.2
1572,United Kingdom,Bristol,51.45,-2.5833333
1573,United Kingdom,Manchester,53.4809464,-2.2374344
1574,United Kingdom,Leicester,52.6333333,-1.1333333
1575,United Kingdom,Coventry,52.4065556,-1.5121651
1576,United Kingdom,Kingston upon Hull,53.7445995,-0.3352547
1577,United Kingdom,Cardiff,51.48,-3.1800001
1578,United Kingdom,Bradford,53.7833333,-1.75
1579,United Kingdom,Belfast,54.5833333,-5.9333334
1580,United Kingdom,Stoke-on-Trent,53,-2.1833334
1581,United Kingdom,Wolverhampton,52.5833333,-2.1333332
1582,United Kingdom,Plymouth,50.3715254,-4.1430473
1583,United Kingdom,Nottingham,52.9536023,-1.1504745
1584,United Kingdom,Southampton,50.9,-1.4
1585,United Kingdom,Reading,51.4333333,-1
1586,United Kingdom,Derby,52.9333333,-1.5
1587,United Kingdom,Dudley,52.5,-2.0833333
1588,United Kingdom,Northampton,52.25,-0.8833333
1589,United Kingdom,Portsmouth,50.8090806,-1.0714245
1590,United Kingdom,Luton,51.8833333,-0.4166667
1591,United Kingdom,Newcastle upon Tyne,54.9732787,-1.6139603
1592,United Kingdom,Preston,53.7666667,-2.7166667
1593,United Kingdom,Milton Keynes,52.0417219,-0.755825
1594,United Kingdom,Aberdeen,57.1333333,-2.0999999
1595,United Kingdom,Sunderland,54.9046457,-1.3822174
1596,United Kingdom,Norwich,52.6278273,1.2983394
1597,United Kingdom,Walsall,52.6,-2
1598,United Kingdom,Swansea,51.6207877,-3.9432335
1599,United Kingdom,Bournemouth,50.7166667,-1.8833333
1600,United Kingdom,Southend-on-Sea,51.5378207,0.7143259
1601,United Kingdom,Swindon,51.5166667,-1.7833333
1602,United Kingdom,Oxford,51.752221,-1.2559605
1603,United Kingdom,Dundee,56.5,-2.9666667
1604,United Kingdom,Poole,50.7166667,-2
1605,United Kingdom,Huddersfield,53.65,-1.7833333
1606,United Kingdom,York,53.9666667,-1.0833333
1607,United Kingdom,Ipswich,52.0546544,1.1569977
1608,United Kingdom,Blackpool,53.8166667,-3.05
1609,United Kingdom,Middlesbrough,54.5727778,-1.1627778
1610,United Kingdom,Bolton,53.5833333,-2.4333334
1611,United Kingdom,Peterborough,52.5833333,-0.25
1612,United Kingdom,Stockport,53.4097877,-2.1576118
1613,United Kingdom,Brighton,50.8283849,-0.1394749
1614,United Kingdom,West Bromwich,52.5166667,-2
1615,United Kingdom,Slough,51.5,-0.5833333
1616,United Kingdom,Gloucester,51.8656801,-2.2430992
1617,United Kingdom,Cambridge,52.2,0.1166667
1618,United Kingdom,Watford,51.6553059,-0.3960228
1619,United Kingdom,Rotherham,53.4333333,-1.35
1620,United Kingdom,Newport,51.5877364,-2.9983504
1621,United Kingdom,Exeter,50.7235979,-3.5275073
1622,United Kingdom,Eastbourne,50.7687108,0.2845287
1623,United Kingdom,Colchester,51.8833333,0.9
1624,United Kingdom,Crawley,51.1166667,-0.1833333
1625,United Kingdom,Sutton Coldfield,52.5651864,-1.8223572
1626,United Kingdom,Blackburn,53.75,-2.4833333
1627,United Kingdom,Oldham,53.5405114,-2.1183014
1628,United Kingdom,Woking,51.3190263,-0.5589294
1629,United Kingdom,Cheltenham,51.9,-2.0833333
1630,United Kingdom,Chelmsford,51.7333333,0.4833333
1631,United Kingdom,Saint Helens,53.45,-2.7333333
1632,United Kingdom,Basildon,51.5666667,0.4666667
1633,United Kingdom,Gillingham,51.3891373,0.5486298
1634,United Kingdom,Worcester,52.1893517,-2.2200108
1635,United Kingdom,Worthing,50.8114669,-0.3716469
1636,United Kingdom,Rochdale,53.6166667,-2.1500001
1637,United Kingdom,Basingstoke,51.2666667,-1.0833333
1638,United Kingdom,Solihull,52.4166667,-1.7833333
1639,United Kingdom,Harlow,51.7833333,0.1666667
1640,United Kingdom,Bath,51.3794444,-2.3655555
1641,United Kingdom,Southport,53.6666667,-3
1642,United Kingdom,Maidstone,51.2666667,0.5166667
1643,United Kingdom,Lincoln,53.2333333,-0.5333333
1644,United Kingdom,Hastings,50.8529919,0.5645943
1645,United Kingdom,Darlington,54.5333333,-1.5666667
1646,United Kingdom,Londonderry County Borough,54.9972135,-7.3091698
